ID,Purpose,Genre,Sub-genre,Subject,Themes/Uses,Keywords,Collection,Physical type,Title,Sub-title,Translated-title,PALM code,Related (same),Related (omnibus),Related (support),Related (translated),Year,Author,Author2,Author3,Other creator,Other creator ROLE,Other creator2,Other creator2 ROLE,Illustrator,Illustrator2,Illustrator3,Illustrator4,Illustrator5,Publisher,Contributor / Project / Partner,Pages,Language 1,ISO (Language 1),Language 2,ISO (Language 2),Island,State,Learner level,VLA standard,VLA benchmark,TOC,Notes related to the issue.,Notes related to version.,Notes related to content.,DESCRIPTION,ABSTRACT,UPLOADED,DIGITAL SOURCE (WHERE IS THE PDF FROM),DOCUMENT FILENAME,THUMBNAIL FILENAME,Name match check,ALTERNATIVE DOCUMENT FILENAME,ALTERNATIVE THUMBNAIL FILENAME,ALTERNATIVE DIGITAL SOURCE (WHERE IS THE PDF FROM),Coupled audio,Coupled video,CONTACT,Library link UH,Library link UH alt.,Library link COM-FSM,Library link COM-FSM alt.,Library link MARC,Library link MARC alt.,Library link MICSEM,Library link MICSEM alt.,Library link 5,Library link 5 alt.,OLLC number,ISBN number,Temporary
P018-c,Literacy development,Narrative readers,Developing and fluent readers,Everyday stories,,,Pacific Area Language Materials (PALM),Narrative reader,Boechii piin ngea ba wolf ngea l'agruw kea flooreas,,"[A girl, a wolf, and two flower trees]",YJC6c,P018,,,*TRUE if Translated-title identical*,1980,Pin,,,,,,,Pin,,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,10,Yapese,yap,,,Yap,Yap State,,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Yapese and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025). Digitized from a hard copy courtesy of the Micronesian Seminar Library, with special thanks to librarian Melba Veloso. Scanning conducted by Aden Suwel and Koh Ming Wei in Yap in March 2025.",PALM - Printed - YAPESE - Boechii piin ngea ba wolf ngea l'agruw kea flooreas,PALM - Printed - YAPESE - Boechii piin ngea ba wolf ngea l'agruw kea flooreas,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma998597034605682,,https://library.comfsm.fm/webopac/titleinfo?highlight=yes&adv=1&k2=385918,,,,,,,,,,
P018-d,Literacy development,Narrative readers,Developing and fluent readers,Everyday stories,,,PALM CD,Narrative reader,Boechii piin ngea ba wolf ngea l'agruw kea flooreas,(CD-ROM version),"[A girl, a wolf, and two flower trees]",YJC6c,P018,,,*TRUE if Translated-title identical*,1999,Pin,,,,,,,Pin,,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,n/a,Yapese,yap,,,Yap,Yap State,,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Yapese and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025) by extracting and formatting content from the PALM CD-ROM (1999), a collection of educational materials in Carolinian, Chamorro, Chuukese, Kosraen, Marshallese, Palauan, Pohnpeian, Samoan, Ulithian, Woleaian, and Yapese languages.T",PALM CD - Yapese - Boechii piin ngea ba wolf ngea l'agruw kea flooreas,PALM CD - Yapese - Boechii piin ngea ba wolf ngea l'agruw kea flooreas,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9921588724605682,,http://library.comfsm.fm/webopac/titleinfo?k1=1043599&k2=51499,,,,,,,,,,
P019-a,Literacy development,Narrative readers,Developing and fluent readers,Everyday stories,,,Pacific Area Language Materials (PALM),Narrative reader,Boechii tiir ni ba balyaang,(trial version),[A naughty kid],YJC6d,P019,,,*TRUE if Translated-title identical*,1979,Tinngin,,,,,,,Tinngin,,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,9,Yapese,yap,,,Yap,Yap State,,,,, ,"""Trial version"" stamped on covers.",,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Yapese and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025). Digitized from a hard copy courtesy of the COM-FSM Library, with special thanks to librarian Scarlett Lebehn. Scanning conducted by Belinda Welles in Pohnpei in September 2025.",PALM - Printed [Trial version] - YAPESE - Boechi Tiir Ni Ba Balyaang (YJC6d),PALM - Printed [Trial version] - YAPESE - Boechi Tiir Ni Ba Balyaang (YJC6d),TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma998597034605682,,https://library.comfsm.fm/webopac/titleinfo?highlight=yes&adv=1&k2=385918,,,,,,,,,,
P019-d,Literacy development,Narrative readers,Developing and fluent readers,Everyday stories,,,PALM CD,Narrative reader,Boechii tiir ni ba balyaang,(CD-ROM version),[A naughty kid],YJC6d,P019,,,*TRUE if Translated-title identical*,1999,Tinngin,,,,,,,Tinngin,,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,n/a,Yapese,yap,,,Yap,Yap State,,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Yapese and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025) by extracting and formatting content from the PALM CD-ROM (1999), a collection of educational materials in Carolinian, Chamorro, Chuukese, Kosraen, Marshallese, Palauan, Pohnpeian, Samoan, Ulithian, Woleaian, and Yapese languages.T",PALM CD - Yapese - Boechii tiir ni ba balyaang,PALM CD - Yapese - Boechii tiir ni ba balyaang,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9921588724605682,,http://library.comfsm.fm/webopac/titleinfo?k1=1043599&k2=51499,,,,,,,,,,
P020-a,Literacy development,Narrative readers,Developing and fluent readers,Fables,,,Pacific Area Language Materials (PALM),Narrative reader,Boroq ngea galip,(trial version),[Rat and a crab],unknown,P020,,,*TRUE if Translated-title identical*,1980,,,,"Chingyan, John M.",retold by,,,"Fithing, Robert",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,TBD,Yapese,yap,,,Yap,Yap State,,,,,,"""Trial version"" stamped on covers.",,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Yapese and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,N,,, ,FALSE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma999198394605682,,Not available in this library.,,,,,,,,,,
P020-d,Literacy development,Narrative readers,Developing and fluent readers,Fables,,,PALM CD,Narrative reader,Boroq ngea galip,(CD-ROM version),[Rat and a crab],unknown,P020,,,*TRUE if Translated-title identical*,1999,,,,"Chingyan, John M.",retold by,,,"Fithing, Robert",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,n/a,Yapese,yap,,,Yap,Yap State,,,,,,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Yapese and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025) by extracting and formatting content from the PALM CD-ROM (1999), a collection of educational materials in Carolinian, Chamorro, Chuukese, Kosraen, Marshallese, Palauan, Pohnpeian, Samoan, Ulithian, Woleaian, and Yapese languages.T",PALM CD - Yapese - Boroq ngea galip,PALM CD - Yapese - Boroq ngea galip,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9921588724605682,,http://library.comfsm.fm/webopac/titleinfo?k1=1043599&k2=51499,,,,,,,,,,
P021-a,Literacy development,Narrative readers,Developing and fluent readers,Folk tales,,,Pacific Area Language Materials (PALM),Narrative reader,Cheeriei! Cheeriei!,(trial version),[Help me! Help me!],TAW6,P021,,,*TRUE if Translated-title identical*,1978,,,,"William, Alvios",adapted by,,,"Santos, Ioannis S.",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,TBD,Chuukese,chk,,,Chuuk Lagoon,Chuuk State,,,,, ,"""Trial version"" stamped on covers.",,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Chuukese and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,N,,,,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma998595934605682,,https://library.comfsm.fm/webopac/titleinfo?highlight=yes&adv=1&k2=150650,,,,,,,,,,
P021-d,Literacy development,Narrative readers,Developing and fluent readers,Folk tales,,,PALM CD,Narrative reader,Cheeriei! Cheeriei!,(CD-ROM version),[Help me! Help me!],TAW6,P021,,,*TRUE if Translated-title identical*,1999,,,,"William, Alvios",adapted by,,,"Santos, Ioannis S.",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,n/a,Chuukese,chk,,,Chuuk Lagoon,Chuuk State,,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Chuukese and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025) by extracting and formatting content from the PALM CD-ROM (1999), a collection of educational materials in Carolinian, Chamorro, Chuukese, Kosraen, Marshallese, Palauan, Pohnpeian, Samoan, Ulithian, Woleaian, and Yapese languages.T",PALM CD - Chuukese - Cheeriei! Cheeriei!,PALM CD - Chuukese - Cheeriei! Cheeriei!,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9921588724605682,,http://library.comfsm.fm/webopac/titleinfo?k1=1043599&k2=51499,,,,,,,,,,
P022-c,Literacy development,Narrative readers,Emerging and early readers,Animal stories,,,Pacific Area Language Materials (PALM),Narrative reader,Chepe me reeli,,[Bigeye trevally and gray chub],unknown,P022,,,*TRUE if Translated-title identical*,1979,"Tawerilmang, Anthony F.",,,,,,,"Uolai, Augustin",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,TBD,Woleaian,woe,,,Woleai; Ifalik; Lamotrek; Elato; Faraulep,Yap State,,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Woleaian and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,N,,,,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma998595934605682,,https://library.comfsm.fm/webopac/titleinfo?highlight=yes&adv=1&k2=150714,,,,,,,,,,
P022-d,Literacy development,Narrative readers,Emerging and early readers,Animal stories,,,PALM CD,Narrative reader,Chepe me reeli,(CD-ROM version),[Bigeye trevally and gray chub],unknown,P022,,,*TRUE if Translated-title identical*,1999,"Tawerilmang, Anthony F.",,,,,,,"Uolai, Augustin",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,n/a,Woleaian,woe,,,Woleai; Ifalik; Lamotrek; Elato; Faraulep,Yap State,,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Woleaian and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025) by extracting and formatting content from the PALM CD-ROM (1999), a collection of educational materials in Carolinian, Chamorro, Chuukese, Kosraen, Marshallese, Palauan, Pohnpeian, Samoan, Ulithian, Woleaian, and Yapese languages.T",PALM CD - Woleaian - Chepe me reeli,PALM CD - Woleaian - Chepe me reeli,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9921588724605682,,http://library.comfsm.fm/webopac/titleinfo?k1=1043599&k2=51499,,,,,,,,,,
P023-a,Literacy development,Topic readers,Developing and fluent readers,Living things and environment,,,Pacific Area Language Materials (PALM),Topic reader,Chiechiach kewe  ,(trial version),[Our friends],TCC4,P023,,,*TRUE if Translated-title identical*,1980,"Cheipot, Chirano",,,,,,,"Nakamura, Deby",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,5,Chuukese,chk,,,Chuuk Lagoon,Chuuk State,,,,, ,"""Trial version"" stamped on covers.",,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Chuukese and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,PDF downloaded by iREi (2025) from UH Scholar Space (https://hdl.handle.net/10125/42190).,PALM - Printed [Trial version] - CHUUKESE - Chiechiach Kewe TCC 4,PALM - Printed [Trial version] - CHUUKESE - Chiechiach Kewe TCC 4,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma995355794605682,,Not available in this library.,,,,,,,,,,
P023-d,Literacy development,Topic readers,Developing and fluent readers,Living things and environment,,,PALM CD,Topic reader,Chiechiach kewe,(CD-ROM version),[Our friends],TCC4,P023,,,*TRUE if Translated-title identical*,1999,"Cheipot, Chirano",,,,,,,"Nakamura, Deby",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,n/a,Chuukese,chk,,,Chuuk Lagoon,Chuuk State,,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Chuukese and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025) by extracting and formatting content from the PALM CD-ROM (1999), a collection of educational materials in Carolinian, Chamorro, Chuukese, Kosraen, Marshallese, Palauan, Pohnpeian, Samoan, Ulithian, Woleaian, and Yapese languages.T",PALM CD - Chuukese - Chiechiach kewe,PALM CD - Chuukese - Chiechiach kewe,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9921588724605682,,http://library.comfsm.fm/webopac/titleinfo?k1=1043599&k2=51499,,,,,,,,,,
P024-a,Literacy development,Narrative readers,Developing and fluent readers,Folk tales (Western),,,Pacific Area Language Materials (PALM),Narrative reader,Choen ea moesiik nu Qokiif,(trial version),[A crew of musicians],unknown,P024,,,*TRUE if Translated-title identical*,1979,,,,"Yiftheg, Bernard",translated by,,,"Buccholz, Donald L.",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,TBD,Yapese,yap,,,Yap,Yap State,,,,,,"""Trial version"" stamped on covers.","Adapted from “Town Musicians of Bremen”, a German folk tale. The Yapese title translated to “O'Keefe's band”","This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Yapese and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,N,,,,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma998597064605682,,https://library.comfsm.fm/webopac/titleinfo?highlight=yes&adv=1&k2=150717,,,,,,,,,,
P024-d,Literacy development,Narrative readers,Developing and fluent readers,Folk tales (Western),,,PALM CD,Narrative reader,Choen ea moesiik nu Qokiif,(CD-ROM version),[A crew of musicians],unknown,P024,,,*TRUE if Translated-title identical*,1999,,,,"Yiftheg, Bernard",translated by,,,"Buccholz, Donald L.",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,n/a,Yapese,yap,,,Yap,Yap State,,,,, ,,"Adapted from “Town Musicians of Bremen”, a German folk tale. The Yapese title translated to “O'Keefe's band”","This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Yapese and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025) by extracting and formatting content from the PALM CD-ROM (1999), a collection of educational materials in Carolinian, Chamorro, Chuukese, Kosraen, Marshallese, Palauan, Pohnpeian, Samoan, Ulithian, Woleaian, and Yapese languages.T",PALM CD - Yapese - Choen ea moesiik nu Qokiif,PALM CD - Yapese - Choen ea moesiik nu Qokiif,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9921588724605682,,http://library.comfsm.fm/webopac/titleinfo?k1=1043599&k2=51499,,,,,,,,,,
P025-a,Literacy development,Narrative readers,Developing and fluent readers,Fables,,,Pacific Area Language Materials (PALM),Narrative reader,Dahk emen oh karahs emen weir  ,(trial version),[Race between a crab and a needlefish],PoOJ22,P025,,,*TRUE if Translated-title identical*,1979,"Uolai, Augustin",,,"Johnny, Oliver",translated by,,,"Woo, Eric",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,8,Pohnpeian,pon,,,Pohnpei,Pohnpei State,Grade 7,,,, ,"""Trial version"" stamped on covers.",,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Pohnpeian and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025). Digitized from a hard copy courtesy of the COM-FSM Library, with special thanks to librarian Bruce E. Robery. DSLR-based scanning conducted by Danko Taboroši in Pohnpei from 2015 to 2019.",PALM - Printed [Trial version] - POHNPEIAN - Dahk Emen Oh Karahs Emen Weir - Level7,PALM - Printed [Trial version] - POHNPEIAN - Dahk Emen Oh Karahs Emen Weir - Level7,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma998592794605682,,https://library.comfsm.fm/webopac/titleinfo?highlight=yes&adv=1&k2=64924,,,,,,,,,,
P025-d,Literacy development,Narrative readers,Developing and fluent readers,Fables,,,PALM CD,Narrative reader,Dahk emen oh karahs emen weir,(CD-ROM version),[Race between a crab and a needlefish],PoOJ22,P025,,,*TRUE if Translated-title identical*,1999,"Uolai, Augustin",,,"Johnny, Oliver",translated by,,,"Woo, Eric",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,n/a,Pohnpeian,pon,,,Pohnpei,Pohnpei State,Grade 7,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Pohnpeian and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025) by extracting and formatting content from the PALM CD-ROM (1999), a collection of educational materials in Carolinian, Chamorro, Chuukese, Kosraen, Marshallese, Palauan, Pohnpeian, Samoan, Ulithian, Woleaian, and Yapese languages.T",PALM CD - Pohnpeian - Dahk emen oh karahs emen weir,PALM CD - Pohnpeian - Dahk emen oh karahs emen weir,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9921588724605682,,http://library.comfsm.fm/webopac/titleinfo?k1=1043599&k2=51499,,,,,,,,,,
P026-a,Literacy development,Topic readers,Developing and fluent readers,Living things and environment,,,Pacific Area Language Materials (PALM),Topic reader,Dahme e kin uhd kang,(trial version),[What eats what?],PoOJ25,P026,,,*TRUE if Translated-title identical*,1980,"Sakuma, Miriam U.",,,"Johnny, Oliver",translated by,,,"Fujioka, Calvin A.",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,16,Pohnpeian,pon,,,Pohnpei,Pohnpei State,,,,, ,"""Trial version"" stamped on covers.",,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Pohnpeian and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025). Digitized from a hard copy courtesy of the COM-FSM Library, with special thanks to librarian Bruce E. Robery. DSLR-based scanning conducted by Danko Taboroši in Pohnpei from 2015 to 2019.",PALM - Printed [Trial version] - POHNPEIAN - Dahme e Kin Uhd Kang,PALM - Printed [Trial version] - POHNPEIAN - Dahme e Kin Uhd Kang,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma995329914605682,,https://library.comfsm.fm/webopac/titleinfo?highlight=yes&adv=1&k2=147717,,,,,,,,,,
P026-d,Literacy development,Topic readers,Developing and fluent readers,Living things and environment,,,PALM CD,Topic reader,Dahme e kin uhd kang,(CD-ROM version),[What eats what?],PoOJ25,P026,,,*TRUE if Translated-title identical*,1999,"Sakuma, Miriam U.",,,"Johnny, Oliver",translated by,,,"Fujioka, Calvin A.",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,n/a,Pohnpeian,pon,,,Pohnpei,Pohnpei State,,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Pohnpeian and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,Y,"PDF created by iREi (2025) by extracting and formatting content from the PALM CD-ROM (1999), a collection of educational materials in Carolinian, Chamorro, Chuukese, Kosraen, Marshallese, Palauan, Pohnpeian, Samoan, Ulithian, Woleaian, and Yapese languages.T",PALM CD - Pohnpeian - Dahme e kin uhd kang,PALM CD - Pohnpeian - Dahme e kin uhd kang,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma9921588724605682,,http://library.comfsm.fm/webopac/titleinfo?k1=1043599&k2=51499,,,,,,,,,,
P027-c,Literacy development,Topic readers,Proficient and critical readers,Place and community,,,Pacific Area Language Materials (PALM),Topic reader,Dahme pepper poadki Ponpei,,[Why is pepper planted on Pohnpei?],unknown,P027,,,*TRUE if Translated-title identical*,1980,"Manuel, Kolden E.",,,,,,,"Goodenow, Joy L.",,,,,"UH Social Science Research Institute (SSRI), University of Hawaii at Manoa",Pacific Area Language Materials Development Center,12,Pohnpeian,pon,,,Pohnpei,Pohnpei State,,,,, ,,,"This title is part of the PALM (Pacific Area Languages Materials) collection, a series of literacy and educational resources produced mainly in the 1970s–1990s to support learning in the indigenous languages of Micronesia. While PALM books often feature short narratives or culturally grounded lessons with simple illustrations, the series also includes translated foreign stories—such as fairytales and fables—and a range of non-fiction texts. Written entirely in Pohnpeian and intended for elementary students, this book supports reading fluency, vocabulary development, and cultural relevance by providing accessible, locally meaningful texts within a structured instructional sequence.",  ,N,,,,TRUE,,,,,,irei@islandresearch.org,https://uhawaii-manoa.primo.exlibrisgroup.com/permalink/01UHAWAII_MANOA/1j16209/alma995496464605682,,Not available in this library.,,,,,,,,,,
